country,year,forest-km
Afghanistan,2012,13500
Afghanistan,2011,13500
Afghanistan,2010,13500
Afghanistan,2009,13500
Afghanistan,2008,13500
Afghanistan,2007,13500
Afghanistan,2006,13500
Afghanistan,2005,13500
Afghanistan,2004,13500
Afghanistan,2003,13500
Afghanistan,2002,13500
Afghanistan,2001,13500
Afghanistan,2000,13500
Afghanistan,1999,13500
Afghanistan,1998,13500
Afghanistan,1997,13500
Afghanistan,1996,13500
Afghanistan,1995,13500
Afghanistan,1994,13500
Afghanistan,1993,13500
Afghanistan,1992,13500
Afghanistan,1991,13500
Afghanistan,1990,13500
Albania,2012,7740.2
Albania,2011,7751.6
Albania,2010,7763
Albania,2009,7774.4
Albania,2008,7785.8
Albania,2007,7797.2
Albania,2006,7808.6
Albania,2005,7820
Albania,2004,7794
Albania,2003,7768
Albania,2002,7742
Albania,2001,7716
Albania,2000,7690
Albania,1999,7710
Albania,1998,7730
Albania,1997,7750
Albania,1996,7770
Albania,1995,7790
Albania,1994,7810
Albania,1993,7830
Albania,1992,7850
Albania,1991,7870
Albania,1990,7890
Algeria,2012,14744
Algeria,2011,14832
Algeria,2010,14920
Algeria,2009,15008
Algeria,2008,15096
Algeria,2007,15184
Algeria,2006,15272
Algeria,2005,15360
Algeria,2004,15446
Algeria,2003,15532
Algeria,2002,15618
Algeria,2001,15704
Algeria,2000,15790
Algeria,1999,15878
Algeria,1998,15966
Algeria,1997,16054
Algeria,1996,16142
Algeria,1995,16230
Algeria,1994,16318
Algeria,1993,16406
Algeria,1992,16494
Algeria,1991,16582
Algeria,1990,16670
American Samoa,2012,176.4
American Samoa,2011,176.8
American Samoa,2010,177.1
American Samoa,2009,177.5
American Samoa,2008,177.8
American Samoa,2007,178.1
American Samoa,2006,178.5
American Samoa,2005,178.8
American Samoa,2004,179.1
American Samoa,2003,179.5
American Samoa,2002,179.8
American Samoa,2001,180.2
American Samoa,2000,180.5
American Samoa,1999,180.8
American Samoa,1998,181.2
American Samoa,1997,181.5
American Samoa,1996,181.9
American Samoa,1995,182.2
American Samoa,1994,182.5
American Samoa,1993,182.9
American Samoa,1992,183.2
American Samoa,1991,183.5
American Samoa,1990,183.9
Andorra,2012,160
Andorra,2011,160
Andorra,2010,160
Andorra,2009,160
Andorra,2008,160
Andorra,2007,160
Andorra,2006,160
Andorra,2005,160
Andorra,2004,160
Andorra,2003,160
Andorra,2002,160
Andorra,2001,160
Andorra,2000,160
Andorra,1999,160
Andorra,1998,160
Andorra,1997,160
Andorra,1996,160
Andorra,1995,160
Andorra,1994,160
Andorra,1993,160
Andorra,1992,160
Andorra,1991,160
Andorra,1990,160
Angola,2012,582304
Angola,2011,583552
Angola,2010,584800
Angola,2009,586048
Angola,2008,587296
Angola,2007,588544
Angola,2006,589792
Angola,2005,591040
Angola,2004,592288
Angola,2003,593536
Angola,2002,594784
Angola,2001,596032
Angola,2000,597280
Angola,1999,598528
Angola,1998,599776
Angola,1997,601024
Angola,1996,602272
Angola,1995,603520
Angola,1994,604768
Angola,1993,606016
Angola,1992,607264
Angola,1991,608512
Angola,1990,609760
Antigua and Barbuda,2012,98
Antigua and Barbuda,2011,98
Antigua and Barbuda,2010,98
Antigua and Barbuda,2009,98
Antigua and Barbuda,2008,98
Antigua and Barbuda,2007,98
Antigua and Barbuda,2006,98
Antigua and Barbuda,2005,98
Antigua and Barbuda,2004,98.4
Antigua and Barbuda,2003,98.8
Antigua and Barbuda,2002,99.2
Antigua and Barbuda,2001,99.6
Antigua and Barbuda,2000,100
Antigua and Barbuda,1999,100.3
Antigua and Barbuda,1998,100.6
Antigua and Barbuda,1997,100.9
Antigua and Barbuda,1996,101.2
Antigua and Barbuda,1995,101.5
Antigua and Barbuda,1994,101.8
Antigua and Barbuda,1993,102.1
Antigua and Barbuda,1992,102.4
Antigua and Barbuda,1991,102.7
Antigua and Barbuda,1990,103
Arab World,2012,182118.4
Arab World,2011,733437.5
Arab World,2010,882742.5
Arab World,2009,883851.5
Arab World,2008,884960.7
Arab World,2007,886069.1
Arab World,2006,887179.1
Arab World,2005,888288.7
Arab World,2004,889382.5
Arab World,2003,890478.3
Arab World,2002,891573.2
Arab World,2001,892669
Arab World,2000,893764.8
Arab World,1999,900293.8
Arab World,1998,906823.8
Arab World,1997,913352.8
Arab World,1996,919882.8
Arab World,1995,926413.8
Arab World,1994,932942.8
Arab World,1993,939472.8
Arab World,1992,946002.8
Arab World,1991,952531.8
Arab World,1990,959062.8
Argentina,2012,289204
Argentina,2011,291602
Argentina,2010,294000
Argentina,2009,296398
Argentina,2008,298796
Argentina,2007,301194
Argentina,2006,303592
Argentina,2005,305990
Argentina,2004,308514
Argentina,2003,311038
Argentina,2002,313562
Argentina,2001,316086
Argentina,2000,318610
Argentina,1999,321542
Argentina,1998,324474
Argentina,1997,327406
Argentina,1996,330338
Argentina,1995,333270
Argentina,1994,336202
Argentina,1993,339134
Argentina,1992,342066
Argentina,1991,344998
Argentina,1990,347930
Armenia,2012,2536
Armenia,2011,2578
Armenia,2010,2620
Armenia,2009,2662
Armenia,2008,2704
Armenia,2007,2746
Armenia,2006,2788
Armenia,2005,2830
Armenia,2004,2872
Armenia,2003,2914
Armenia,2002,2956
Armenia,2001,2998
Armenia,2000,3040
Armenia,1999,3083
Armenia,1998,3126
Armenia,1997,3169
Armenia,1996,3212
Armenia,1995,3255
Armenia,1994,3298
Armenia,1993,3341
Armenia,1992,3384
Armenia,1990,3470
Aruba,2012,4.2
Aruba,2011,4.2
Aruba,2010,4.2
Aruba,2009,4
Aruba,2008,4
Aruba,2007,4
Aruba,2006,4
Aruba,2005,4
Aruba,2004,4
Aruba,2003,4
Aruba,2002,4
Aruba,2001,4
Aruba,2000,4
Aruba,1999,4
Aruba,1998,4
Aruba,1997,4
Aruba,1996,4
Aruba,1995,4
Aruba,1994,4
Aruba,1993,4
Aruba,1992,4
Aruba,1991,4
Aruba,1990,4
Australia,2012,1474520
Australia,2011,1483760
Australia,2010,1493000
Australia,2009,1502240
Australia,2008,1511480
Australia,2007,1520720
Australia,2006,1529960
Australia,2005,1539200
Australia,2004,1541200
Australia,2003,1543200
Australia,2002,1545200
Australia,2001,1547200
Australia,2000,1549200
Australia,1999,1548780
Australia,1998,1548360
Australia,1997,1547940
Australia,1996,1547520
Australia,1995,1547100
Australia,1994,1546680
Australia,1993,1546260
Australia,1992,1545840
Australia,1991,1545420
Australia,1990,1545000
Austria,2012,38970
Austria,2011,38920
Austria,2010,38870
Austria,2009,38820
Austria,2008,38770
Austria,2007,38720
Austria,2006,38670
Austria,2005,38620
Austria,2004,38572
Austria,2003,38524
Austria,2002,38476
Austria,2001,38428
Austria,2000,38380
Austria,1999,38318
Austria,1998,38256
Austria,1997,38194
Austria,1996,38132
Austria,1995,38070
Austria,1994,38008
Austria,1993,37946
Austria,1992,37884
Austria,1991,37822
Austria,1990,37760
Azerbaijan,2012,9360
Azerbaijan,2011,9360
Azerbaijan,2010,9360
Azerbaijan,2009,9360
Azerbaijan,2008,9360
Azerbaijan,2007,9360
Azerbaijan,2006,9360
Azerbaijan,2005,9360
Azerbaijan,2004,9360
Azerbaijan,2003,9360
Azerbaijan,2002,9360
Azerbaijan,2001,9360
Azerbaijan,2000,9360
Azerbaijan,1999,9360
Azerbaijan,1998,9360
Azerbaijan,1997,9360
Azerbaijan,1996,9360
Azerbaijan,1995,9360
Azerbaijan,1994,9360
Azerbaijan,1993,9360
Azerbaijan,1992,9360
Azerbaijan,1990,9360
Bahamas,2012,5150
Bahamas,2011,5150
Bahamas,2010,5150
Bahamas,2009,5150
Bahamas,2008,5150
Bahamas,2007,5150
Bahamas,2006,5150
Bahamas,2005,5150
Bahamas,2004,5150
Bahamas,2003,5150
Bahamas,2002,5150
Bahamas,2001,5150
Bahamas,2000,5150
Bahamas,1999,5150
Bahamas,1998,5150
Bahamas,1997,5150
Bahamas,1996,5150
Bahamas,1995,5150
Bahamas,1994,5150
Bahamas,1993,5150
Bahamas,1992,5150
Bahamas,1991,5150
Bahamas,1990,5150
Bahrain,2012,5.6
Bahrain,2011,5.4
Bahrain,2010,5.3
Bahrain,2009,5.1
Bahrain,2008,4.9
Bahrain,2007,4.8
Bahrain,2006,4.6
Bahrain,2005,5
Bahrain,2004,4
Bahrain,2003,4
Bahrain,2002,4
Bahrain,2001,4
Bahrain,2000,4
Bahrain,1999,4
Bahrain,1998,3
Bahrain,1997,3
Bahrain,1996,3
Bahrain,1995,3
Bahrain,1994,3
Bahrain,1993,3
Bahrain,1992,3
Bahrain,1991,2
Bahrain,1990,2
Bangladesh,2012,14368
Bangladesh,2011,14394
Bangladesh,2010,14420
Bangladesh,2009,14446
Bangladesh,2008,14472
Bangladesh,2007,14498
Bangladesh,2006,14524
Bangladesh,2005,14550
Bangladesh,2004,14576
Bangladesh,2003,14602
Bangladesh,2002,14628
Bangladesh,2001,14654
Bangladesh,2000,14680
Bangladesh,1999,14706
Bangladesh,1998,14732
Bangladesh,1997,14758
Bangladesh,1996,14784
Bangladesh,1995,14810
Bangladesh,1994,14836
Bangladesh,1993,14862
Bangladesh,1992,14888
Bangladesh,1991,14914
Bangladesh,1990,14940
Barbados,2012,83.6
Barbados,2011,83.6
Barbados,2010,83.6
Barbados,2009,83.6
Barbados,2008,83.6
Barbados,2007,83.6
Barbados,2006,83.6
Barbados,2005,83.6
Barbados,2004,83.6
Barbados,2003,83.6
Barbados,2002,83.6
Barbados,2001,83.6
Barbados,2000,83.6
Barbados,1999,83.6
Barbados,1998,83.6
Barbados,1997,83.6
Barbados,1996,83.6
Barbados,1995,83.6
Barbados,1994,83.6
Barbados,1993,83.6
Barbados,1992,83.6
Barbados,1991,83.6
Barbados,1990,83.6
Belarus,2012,87076
Belarus,2011,86688
Belarus,2010,86300
Belarus,2009,85912
Belarus,2008,85524
Belarus,2007,85136
Belarus,2006,84748
Belarus,2005,84360
Belarus,2004,84034
Belarus,2003,83708
Belarus,2002,83382
Belarus,2001,83056
Belarus,2000,82730
Belarus,1999,82237
Belarus,1998,81744
Belarus,1997,81251
Belarus,1996,80758
Belarus,1995,80265
Belarus,1994,79772
Belarus,1993,79279
Belarus,1992,78786
Belarus,1990,77800
Belgium,2012,6798.8
Belgium,2011,6788.4
Belgium,2010,6778
Belgium,2009,6767.6
Belgium,2008,6757.2
Belgium,2007,6746.8
Belgium,2006,6736.4
Belgium,2005,6726
Belgium,2004,6715.4
Belgium,2003,6704.8
Belgium,2002,6694.2
Belgium,2001,6683.6
Belgium,2000,6673
Belgium,1990,6770
Belize,2012,13738
Belize,2011,13834
Belize,2010,13930
Belize,2009,14026
Belize,2008,14122
Belize,2007,14218
Belize,2006,14314
Belize,2005,14410
Belize,2004,14506
Belize,2003,14602
Belize,2002,14698
Belize,2001,14794
Belize,2000,14890
Belize,1999,14987
Belize,1998,15084
Belize,1997,15181
Belize,1996,15278
Belize,1995,15375
Belize,1994,15472
Belize,1993,15569
Belize,1992,15666
Belize,1991,15763
Belize,1990,15860
Benin,2012,44610
Benin,2011,45110
Benin,2010,45610
Benin,2009,46110
Benin,2008,46610
Benin,2007,47110
Benin,2006,47610
Benin,2005,48110
Benin,2004,48610
Benin,2003,49110
Benin,2002,49610
Benin,2001,50110
Benin,2000,50610
Benin,1999,51310
Benin,1998,52010
Benin,1997,52710
Benin,1996,53410
Benin,1995,54110
Benin,1994,54810
Benin,1993,55510
Benin,1992,56210
Benin,1991,56910
Benin,1990,57610
Bermuda,2012,10
Bermuda,2011,10
Bermuda,2010,10
Bermuda,2009,10
Bermuda,2008,10
Bermuda,2007,10
Bermuda,2006,10
Bermuda,2005,10
Bermuda,2004,10
Bermuda,2003,10
Bermuda,2002,10
Bermuda,2001,10
Bermuda,2000,10
Bermuda,1999,10
Bermuda,1998,10
Bermuda,1997,10
Bermuda,1996,10
Bermuda,1995,10
Bermuda,1994,10
Bermuda,1993,10
Bermuda,1992,10
Bermuda,1991,10
Bermuda,1990,10
Bhutan,2012,32706
Bhutan,2011,32598
Bhutan,2010,32490
Bhutan,2009,32382
Bhutan,2008,32274
Bhutan,2007,32166
Bhutan,2006,32058
Bhutan,2005,31950
Bhutan,2004,31842
Bhutan,2003,31734
Bhutan,2002,31626
Bhutan,2001,31518
Bhutan,2000,31410
Bhutan,1999,31304
Bhutan,1998,31198
Bhutan,1997,31092
Bhutan,1996,30986
Bhutan,1995,30880
Bhutan,1994,30774
Bhutan,1993,30668
Bhutan,1992,30562
Bhutan,1991,30456
Bhutan,1990,30350
Bolivia,2012,565808
Bolivia,2011,568884
Bolivia,2010,571960
Bolivia,2009,575036
Bolivia,2008,578112
Bolivia,2007,581188
Bolivia,2006,584264
Bolivia,2005,587340
Bolivia,2004,590054
Bolivia,2003,592768
Bolivia,2002,595482
Bolivia,2001,598196
Bolivia,2000,600910
Bolivia,1999,603614
Bolivia,1998,606318
Bolivia,1997,609022
Bolivia,1996,611726
Bolivia,1995,614430
Bolivia,1994,617134
Bolivia,1993,619838
Bolivia,1992,622542
Bolivia,1991,625246
Bolivia,1990,627950
Bosnia and Herzegovina,2012,21850
Bosnia and Herzegovina,2011,21850
Bosnia and Herzegovina,2010,21850
Bosnia and Herzegovina,2009,21850
Bosnia and Herzegovina,2008,21850
Bosnia and Herzegovina,2007,21850
Bosnia and Herzegovina,2006,21850
Bosnia and Herzegovina,2005,21850
Bosnia and Herzegovina,2004,21850
Bosnia and Herzegovina,2003,21850
Bosnia and Herzegovina,2002,21850
Bosnia and Herzegovina,2001,21850
Bosnia and Herzegovina,2000,21850
Bosnia and Herzegovina,1999,21875
Bosnia and Herzegovina,1998,21900
Bosnia and Herzegovina,1997,21925
Bosnia and Herzegovina,1996,21950
Bosnia and Herzegovina,1995,21975
Bosnia and Herzegovina,1994,22000
Bosnia and Herzegovina,1993,22025
Bosnia and Herzegovina,1992,22050
Bosnia and Herzegovina,1990,22100
Botswana,2012,111142
Botswana,2011,112326
Botswana,2010,113510
Botswana,2009,114694
Botswana,2008,115878
Botswana,2007,117062
Botswana,2006,118246
Botswana,2005,119430
Botswana,2004,120614
Botswana,2003,121798
Botswana,2002,122982
Botswana,2001,124166
Botswana,2000,125350
Botswana,1999,126533
Botswana,1998,127716
Botswana,1997,128899
Botswana,1996,130082
Botswana,1995,131265
Botswana,1994,132448
Botswana,1993,133631
Botswana,1992,134814
Botswana,1991,135997
Botswana,1990,137180
Brazil,2012,5151332
Brazil,2011,5173276
Brazil,2010,5195220
Brazil,2009,5217164
Brazil,2008,5239108
Brazil,2007,5261052
Brazil,2006,5282996
Brazil,2005,5304940
Brazil,2004,5335838
Brazil,2003,5366736
Brazil,2002,5397634
Brazil,2001,5428532
Brazil,2000,5459430
Brazil,1999,5488326
Brazil,1998,5517222
Brazil,1997,5546118
Brazil,1996,5575014
Brazil,1995,5603910
Brazil,1994,5632806
Brazil,1993,5661702
Brazil,1992,5690598
Brazil,1991,5719494
Brazil,1990,5748390
Brunei Darussalam,2012,3764
Brunei Darussalam,2011,3782
Brunei Darussalam,2010,3800
Brunei Darussalam,2009,3818
Brunei Darussalam,2008,3836
Brunei Darussalam,2007,3854
Brunei Darussalam,2006,3872
Brunei Darussalam,2005,3890
Brunei Darussalam,2004,3906
Brunei Darussalam,2003,3922
Brunei Darussalam,2002,3938
Brunei Darussalam,2001,3954
Brunei Darussalam,2000,3970
Brunei Darussalam,1999,3986
Brunei Darussalam,1998,4002
Brunei Darussalam,1997,4018
Brunei Darussalam,1996,4034
Brunei Darussalam,1995,4050
Brunei Darussalam,1994,4066
Brunei Darussalam,1993,4082
Brunei Darussalam,1992,4098
Brunei Darussalam,1991,4114
Brunei Darussalam,1990,4130
Bulgaria,2012,40374
Bulgaria,2011,39822
Bulgaria,2010,39270
Bulgaria,2009,38718
Bulgaria,2008,38166
Bulgaria,2007,37614
Bulgaria,2006,37062
Bulgaria,2005,36510
Bulgaria,2004,35958
Bulgaria,2003,35406
Bulgaria,2002,34854
Bulgaria,2001,34302
Bulgaria,2000,33750
Bulgaria,1999,33702
Bulgaria,1998,33654
Bulgaria,1997,33606
Bulgaria,1996,33558
Bulgaria,1995,33510
Bulgaria,1994,33462
Bulgaria,1993,33414
Bulgaria,1992,33366
Bulgaria,1991,33318
Bulgaria,1990,33270
Burkina Faso,2012,55290
Burkina Faso,2011,55890
Burkina Faso,2010,56490
Burkina Faso,2009,57090
Burkina Faso,2008,57690
Burkina Faso,2007,58290
Burkina Faso,2006,58890
Burkina Faso,2005,59490
Burkina Faso,2004,60088
Burkina Faso,2003,60686
Burkina Faso,2002,61284
Burkina Faso,2001,61882
Burkina Faso,2000,62480
Burkina Faso,1999,63079
Burkina Faso,1998,63678
Burkina Faso,1997,64277
Burkina Faso,1996,64876
Burkina Faso,1995,65475
Burkina Faso,1994,66074
Burkina Faso,1993,66673
Burkina Faso,1992,67272
Burkina Faso,1991,67871
Burkina Faso,1990,68470
Burundi,2012,1684
Burundi,2011,1702
Burundi,2010,1720
Burundi,2009,1738
Burundi,2008,1756
Burundi,2007,1774
Burundi,2006,1792
Burundi,2005,1810
Burundi,2004,1844
Burundi,2003,1878
Burundi,2002,1912
Burundi,2001,1946
Burundi,2000,1980
Burundi,1999,2071
Burundi,1998,2162
Burundi,1997,2253
Burundi,1996,2344
Burundi,1995,2435
Burundi,1994,2526
Burundi,1993,2617
Burundi,1992,2708
Burundi,1991,2799
Burundi,1990,2890
Cambodia,2012,98392
Cambodia,2011,99666
Cambodia,2010,100940
Cambodia,2009,102214
Cambodia,2008,103488
Cambodia,2007,104762
Cambodia,2006,106036
Cambodia,2005,107310
Cambodia,2004,108940
Cambodia,2003,110570
Cambodia,2002,112200
Cambodia,2001,113830
Cambodia,2000,115460
Cambodia,1999,116858
Cambodia,1998,118256
Cambodia,1997,119654
Cambodia,1996,121052
Cambodia,1995,122450
Cambodia,1994,123848
Cambodia,1993,125246
Cambodia,1992,126644
Cambodia,1991,128042
Cambodia,1990,129440
Cameroon,2012,194760
Cameroon,2011,196960
Cameroon,2010,199160
Cameroon,2009,201360
Cameroon,2008,203560
Cameroon,2007,205760
Cameroon,2006,207960
Cameroon,2005,210160
Cameroon,2004,212360
Cameroon,2003,214560
Cameroon,2002,216760
Cameroon,2001,218960
Cameroon,2000,221160
Cameroon,1999,223360
Cameroon,1998,225560
Cameroon,1997,227760
Cameroon,1996,229960
Cameroon,1995,232160
Cameroon,1994,234360
Cameroon,1993,236560
Cameroon,1992,238760
Cameroon,1991,240960
Cameroon,1990,243160
Canada,2012,3101340
Canada,2011,3101340
Canada,2010,3101340
Canada,2009,3101340
Canada,2008,3101340
Canada,2007,3101340
Canada,2006,3101340
Canada,2005,3101340
Canada,2004,3101340
Canada,2003,3101340
Canada,2002,3101340
Canada,2001,3101340
Canada,2000,3101340
Canada,1999,3101340
Canada,1998,3101340
Canada,1997,3101340
Canada,1996,3101340
Canada,1995,3101340
Canada,1994,3101340
Canada,1993,3101340
Canada,1992,3101340
Canada,1991,3101340
Canada,1990,3101340
Cape Verde,2012,856.9
Cape Verde,2011,847.9
Cape Verde,2010,847.9
Cape Verde,2009,847.9
Cape Verde,2008,844.5
Cape Verde,2007,842
Cape Verde,2006,839
Cape Verde,2005,836
Cape Verde,2004,833
Cape Verde,2003,830
Cape Verde,2002,827
Cape Verde,2001,824
Cape Verde,2000,821
Cape Verde,1999,797
Cape Verde,1998,772
Cape Verde,1997,748
Cape Verde,1996,724
Cape Verde,1995,699
Cape Verde,1994,675
Cape Verde,1993,651
Cape Verde,1992,626
Cape Verde,1991,602
Cape Verde,1990,578
Caribbean small states,2012,325699.3
Caribbean small states,2011,325844.8
Caribbean small states,2010,325990.1
Caribbean small states,2009,326135.4
Caribbean small states,2008,326280.7
Caribbean small states,2007,326426.3
Caribbean small states,2006,326570.9
Caribbean small states,2005,326716.5
Caribbean small states,2004,326825.3
Caribbean small states,2003,326933.1
Caribbean small states,2002,327041.9
Caribbean small states,2001,327150.7
Caribbean small states,2000,327258.5
Caribbean small states,1999,327366
Caribbean small states,1998,327473.5
Caribbean small states,1997,327580
Caribbean small states,1996,327687.5
Caribbean small states,1995,327795
Caribbean small states,1994,327901.5
Caribbean small states,1993,328009
Caribbean small states,1992,328116.5
Caribbean small states,1991,328223
Caribbean small states,1990,328330.5
Cayman Islands,2012,127
Cayman Islands,2011,127
Cayman Islands,2010,127
Cayman Islands,2009,127
Cayman Islands,2008,127
Cayman Islands,2007,124
Cayman Islands,2006,124
Cayman Islands,2005,124
Cayman Islands,2004,124
Cayman Islands,2003,124
Cayman Islands,2002,124
Cayman Islands,2001,124
Cayman Islands,2000,124
Cayman Islands,1999,124
Cayman Islands,1998,124
Cayman Islands,1997,124
Cayman Islands,1996,124
Cayman Islands,1995,124
Cayman Islands,1994,124
Cayman Islands,1993,124
Cayman Islands,1992,124
Cayman Islands,1991,124
Cayman Islands,1990,124
Central African Republic,2012,225450
Central African Republic,2011,225750
Central African Republic,2010,226050
Central African Republic,2009,226350
Central African Republic,2008,226650
Central African Republic,2007,226950
Central African Republic,2006,227250
Central African Republic,2005,227550
Central African Republic,2004,227846
Central African Republic,2003,228142
Central African Republic,2002,228438
Central African Republic,2001,228734
Central African Republic,2000,229030
Central African Republic,1999,229330
Central African Republic,1998,229630
Central African Republic,1997,229930
Central African Republic,1996,230230
Central African Republic,1995,230530
Central African Republic,1994,230830
Central African Republic,1993,231130
Central African Republic,1992,231430
Central African Republic,1991,231730
Central African Republic,1990,232030
Chad,2012,113666
Chad,2011,114458
Chad,2010,115250
Chad,2009,116042
Chad,2008,116834
Chad,2007,117626
Chad,2006,118418
Chad,2005,119210
Chad,2004,120002
Chad,2003,120794
Chad,2002,121586
Chad,2001,122378
Chad,2000,123170
Chad,1999,123963
Chad,1998,124756
Chad,1997,125549
Chad,1996,126342
Chad,1995,127135
Chad,1994,127928
Chad,1993,128721
Chad,1992,129514
Chad,1991,130307
Chad,1990,131100
Channel Islands,2012,8
Channel Islands,2011,8
Channel Islands,2010,8
Channel Islands,2009,8
Channel Islands,2008,8
Channel Islands,2007,8
Channel Islands,2006,8
Channel Islands,2005,8
Channel Islands,2004,8
Channel Islands,2003,8
Channel Islands,2002,8
Channel Islands,2001,8
Channel Islands,2000,8
Channel Islands,1999,8
Channel Islands,1998,8
Channel Islands,1997,8
Channel Islands,1996,8
Channel Islands,1995,8
Channel Islands,1994,8
Channel Islands,1993,8
Channel Islands,1992,8
Channel Islands,1991,8
Channel Islands,1990,8
Chile,2012,163062
Chile,2011,162686
Chile,2010,162310
Chile,2009,161934
Chile,2008,161558
Chile,2007,161182
Chile,2006,160806
Chile,2005,160430
Chile,2004,160012
Chile,2003,159594
Chile,2002,159176
Chile,2001,158758
Chile,2000,158340
Chile,1999,157769
Chile,1998,157198
Chile,1997,156627
Chile,1996,156056
Chile,1995,155485
Chile,1994,154914
Chile,1993,154343
Chile,1992,153772
Chile,1991,153201
Chile,1990,152630
China,2012,2123872.8
China,2011,2096239.4
China,2010,2068606
China,2009,2040972.6
China,2008,2013339.2
China,2007,1985705.8
China,2006,1958072.4
China,2005,1930439
China,2004,1898352.2
China,2003,1866265.4
China,2002,1834178.6
China,2001,1802091.8
China,2000,1770005
China,1999,1750145.1
China,1998,1730285.2
China,1997,1710425.3
China,1996,1690565.4
China,1995,1670705.5
China,1994,1650845.6
China,1993,1630985.7
China,1992,1611125.8
China,1991,1591265.9
China,1990,1571406
Colombia,2012,602970
Colombia,2011,603980
Colombia,2010,604990
Colombia,2009,606000
Colombia,2008,607010
Colombia,2007,608020
Colombia,2006,609030
Colombia,2005,610040
Colombia,2004,611050
Colombia,2003,612060
Colombia,2002,613070
Colombia,2001,614080
Colombia,2000,615090
Colombia,1999,616100
Colombia,1998,617110
Colombia,1997,618120
Colombia,1996,619130
Colombia,1995,620140
Colombia,1994,621150
Colombia,1993,622160
Colombia,1992,623170
Colombia,1991,624180
Colombia,1990,625190
Comoros,2012,22
Comoros,2011,26
Comoros,2010,30
Comoros,2009,34
Comoros,2008,38
Comoros,2007,42
Comoros,2006,46
Comoros,2005,50
Comoros,2004,56
Comoros,2003,62
Comoros,2002,68
Comoros,2001,74
Comoros,2000,80
Comoros,1999,84
Comoros,1998,88
Comoros,1997,92
Comoros,1996,96
Comoros,1995,100
Comoros,1994,104
Comoros,1993,108
Comoros,1992,112
Comoros,1991,116
Comoros,1990,120
Congo,2012,223870
Congo,2011,223990
Congo,2010,224110
Congo,2009,224230
Congo,2008,224350
Congo,2007,224470
Congo,2006,224590
Congo,2005,224713
Congo,2004,224883
Congo,2003,225053
Congo,2002,225223
Congo,2001,225393
Congo,2000,225563
Congo,1999,225733
Congo,1998,225903
Congo,1997,226073
Congo,1996,226243
Congo,1995,226413
Congo,1994,226583
Congo,1993,226753
Congo,1992,226923
Congo,1991,227093
Congo,1990,227263
Costa Rica,2012,26506
Costa Rica,2011,26278
Costa Rica,2010,26050
Costa Rica,2009,25822
Costa Rica,2008,25594
Costa Rica,2007,25366
Costa Rica,2006,25138
Costa Rica,2005,24910
Costa Rica,2004,24680
Costa Rica,2003,24450
Costa Rica,2002,24220
Costa Rica,2001,23990
Costa Rica,2000,23760
Costa Rica,1999,23948
Costa Rica,1998,24136
Costa Rica,1997,24324
Costa Rica,1996,24512
Costa Rica,1995,24700
Costa Rica,1994,24888
Costa Rica,1993,25076
Costa Rica,1992,25264
Costa Rica,1991,25452
Costa Rica,1990,25640
Cote d'Ivoire,2012,104022
Cote d'Ivoire,2011,104026
Cote d'Ivoire,2010,104030
Cote d'Ivoire,2009,104034
Cote d'Ivoire,2008,104038
Cote d'Ivoire,2007,104042
Cote d'Ivoire,2006,104046
Cote d'Ivoire,2005,104050
Cote d'Ivoire,2004,103896
Cote d'Ivoire,2003,103742
Cote d'Ivoire,2002,103588
Cote d'Ivoire,2001,103434
Cote d'Ivoire,2000,103280
Cote d'Ivoire,1999,103174
Cote d'Ivoire,1998,103068
Cote d'Ivoire,1997,102962
Cote d'Ivoire,1996,102856
Cote d'Ivoire,1995,102750
Cote d'Ivoire,1994,102644
Cote d'Ivoire,1993,102538
Cote d'Ivoire,1992,102432
Cote d'Ivoire,1991,102326
Cote d'Ivoire,1990,102220
Croatia,2012,19268
Croatia,2011,19234
Croatia,2010,19200
Croatia,2009,19166
Croatia,2008,19132
Croatia,2007,19098
Croatia,2006,19064
Croatia,2005,19030
Croatia,2004,18994
Croatia,2003,18958
Croatia,2002,18922
Croatia,2001,18886
Croatia,2000,18850
Croatia,1999,18815
Croatia,1998,18780
Croatia,1997,18745
Croatia,1996,18710
Croatia,1995,18675
Croatia,1994,18640
Croatia,1993,18605
Croatia,1992,18570
Croatia,1990,18500
Cuba,2012,29392
Cuba,2011,29046
Cuba,2010,28700
Cuba,2009,28354
Cuba,2008,28008
Cuba,2007,27662
Cuba,2006,27316
Cuba,2005,26970
Cuba,2004,26446
Cuba,2003,25922
Cuba,2002,25398
Cuba,2001,24874
Cuba,2000,24350
Cuba,1999,23973
Cuba,1998,23596
Cuba,1997,23219
Cuba,1996,22842
Cuba,1995,22465
Cuba,1994,22088
Cuba,1993,21711
Cuba,1992,21334
Cuba,1991,20957
Cuba,1990,20580
Cyprus,2012,1733.1
Cyprus,2011,1732.5
Cyprus,2010,1731.8
Cyprus,2009,1731.2
Cyprus,2008,1730.5
Cyprus,2007,1729.8
Cyprus,2006,1729.2
Cyprus,2005,1728.5
Cyprus,2004,1726
Cyprus,2003,1723.5
Cyprus,2002,1721.1
Cyprus,2001,1718.6
Cyprus,2000,1716.1
Cyprus,1999,1705.6
Cyprus,1998,1695.1
Cyprus,1997,1684.6
Cyprus,1996,1674.1
Cyprus,1995,1663.6
Cyprus,1994,1653.1
Cyprus,1993,1642.6
Cyprus,1992,1632.1
Cyprus,1991,1621.6
